lb,ub,Qsg,Tout,Tair_true,u_true
22.0,24.0,659.68066,30.5,23.52216,-479.0060941674885
22.0,24.0,657.58716,30.700005,23.563402,-495.4340888279854
22.0,24.0,487.68695,30.800003,23.6349,-381.2164609525838
22.0,24.0,555.03357,30.800003,23.854313,-479.78172279820774
22.0,24.0,573.74835,30.800003,23.80875,-505.52688934834373
22.0,24.0,596.5309,30.800003,23.8271,-535.7855731692488
22.0,24.0,497.18582,30.800003,23.84296,-468.56336151721143
22.0,24.0,453.72314,30.599998,23.969849,-490.70850643302435
22.0,24.0,251.1007,30.400002,23.973772,-485.7972869361781
22.0,24.0,259.9128,30.100006,23.946148,-480.5030037481133
22.0,24.0,88.94076,29.800003,23.931854,-508.9662913086253
22.0,24.0,113.231094,29.400002,23.819687,-491.1503194557105
22.0,24.0,51.315,29.0,23.782509,-237.25366727069672
22.0,24.0,96.71858,29.0,23.899096,-243.75708599514905
22.0,24.0,17.325,27.300003,23.870968,-265.62026441361263
22.0,24.0,14.1400585,26.400002,23.771217,-251.7728132023534
22.0,24.0,15.431927,25.5,23.714401,-264.24291660544486
15.0,28.0,0.0,25.199997,23.622223,-253.42288953784612
15.0,28.0,0.0,24.899994,23.556255,-285.30406947296433
15.0,28.0,0.0,24.599998,23.433193,-273.728127199151
15.0,28.0,0.0,24.199997,23.367867,-295.95632125233266
15.0,28.0,0.0,23.800003,23.260834,-295.99857862946146
15.0,28.0,0.0,23.400002,23.181316,-447.03048715960614
15.0,28.0,0.0,22.900002,22.876608,-518.559714787786
15.0,28.0,0.0,22.5,22.648525,-1028.846994721766
15.0,28.0,0.0,22.0,21.754177,-369.58522130924666
15.0,28.0,0.0,21.5,22.499195,-1010.3322485324209
15.0,28.0,0.0,21.0,21.54251,55.409659850864784
15.0,28.0,0.0,20.599998,22.90879,-1082.257708866162
15.0,28.0,0.0,20.2,21.329102,209.19712249162484
15.0,28.0,0.0,19.8,22.964432,-1070.9857434417647
15.0,28.0,0.0,19.699997,21.22251,240.2237345324774
15.0,28.0,0.0,19.5,22.87581,66.01308576210226
15.0,28.0,0.0,19.400002,22.827782,69.00556843709109
15.0,28.0,0.0,19.400002,22.8363,148.62305904065204
15.0,28.0,2.3801312,20.300003,22.967075,124.74674748517168
15.0,28.0,38.488056,21.199997,22.969404,153.80520785966792
22.0,24.0,18.645,22.0,23.050108,146.60960368727604
22.0,24.0,107.02666,22.800003,23.084446,105.8954502670478
22.0,24.0,54.160633,24.0,23.091116,139.3447562629645
22.0,24.0,164.77794,25.199997,23.185818,-63.54457751504714
22.0,24.0,116.49132,26.0,23.173162,-62.42957626264433
22.0,24.0,314.20102,26.900002,23.232433,-153.9562840571773
22.0,24.0,309.1821,27.399994,23.2191,-162.27659914401352
22.0,24.0,490.59576,27.800003,23.294933,-239.84518205259053
22.0,24.0,508.50613,28.099998,23.321665,-272.2938237479228
22.0,24.0,631.58405,28.5,23.387997,-393.34033197723323
22.0,24.0,651.7486,28.699997,23.347538,-417.7179011982291
22.0,24.0,713.1643,29.0,23.41665,-511.2871234038737
22.0,24.0,719.4361,29.099998,23.39946,-528.1067769286652
22.0,24.0,715.90967,29.199997,23.468071,-528.3053367498383
22.0,24.0,684.6494,29.199997,23.561983,-530.4035597793084
22.0,24.0,588.4361,29.199997,23.641762,-476.37719242094374
22.0,24.0,558.81586,29.099998,23.775635,-475.6095025890288
22.0,24.0,415.84286,28.900002,23.836239,-450.34089245944585
22.0,24.0,427.69025,28.699997,23.884357,-464.2391746207401
22.0,24.0,259.08316,28.400002,23.8855,-463.07765788928054
22.0,24.0,279.2207,27.900002,23.852087,-456.70871201083526
22.0,24.0,141.93985,27.399994,23.838165,-484.6096114995753
22.0,24.0,146.63425,26.599998,23.733473,-469.91691631747653
22.0,24.0,53.46,25.800003,23.68845,-218.0654297376351
22.0,24.0,42.82261,25.800003,23.786516,-230.32985690950738
22.0,24.0,25.244999,23.400002,23.719276,-240.6535789402642
22.0,24.0,12.87,22.3,23.622501,-227.87832242679178
22.0,24.0,20.084154,21.199997,23.547104,-236.56129813740426
15.0,28.0,0.0,20.5,23.44306,-235.3631154241591
15.0,28.0,0.0,19.8,23.342876,-263.47765748772497
15.0,28.0,0.0,19.2,23.200636,-247.15800227771263
15.0,28.0,0.0,18.699997,23.118622,-285.6945348983471
15.0,28.0,0.0,18.2,22.963991,-293.1587410603729
15.0,28.0,0.0,17.7,22.845436,-514.3814693770116
15.0,28.0,0.0,17.3,22.406883,-593.1402275894
15.0,28.0,0.0,16.900002,22.122633,-318.6790629402391
15.0,28.0,0.0,16.5,22.386517,-494.0177772323974
15.0,28.0,0.0,16.100002,22.068596,-33.32012566158619
15.0,28.0,0.0,15.799999,22.632984,-646.7358001970159
15.0,28.0,0.0,15.5,21.726934,166.44444524780738
15.0,28.0,0.0,15.200001,22.74672,-685.918458318098
15.0,28.0,0.0,14.899998,21.559772,182.20958189783488
15.0,28.0,0.0,14.699997,22.630554,-667.2294633611989
15.0,28.0,0.0,14.400002,21.459846,15.0533426944055
15.0,28.0,0.0,14.299999,22.256186,80.77401058246477
15.0,28.0,0.0,14.099998,22.428726,279.43233745550435
15.0,28.0,2.057922,15.100002,22.743942,231.83057398365946
15.0,28.0,40.26076,16.100002,22.732899,268.8636071229147
22.0,24.0,19.8,17.099998,22.824812,259.04085360793897
22.0,24.0,104.98394,18.2,22.858965,234.18502003895276
22.0,24.0,50.82,19.599998,22.893023,239.6560025060242
22.0,24.0,160.6105,21.100002,22.955027,76.79290538701571
22.0,24.0,110.816666,22.099998,23.004211,51.84399366608386
22.0,24.0,318.53223,23.099998,23.041695,-41.93015285734862
22.0,24.0,315.16174,23.800003,23.033257,-71.15208452186693
22.0,24.0,503.21408,24.5,23.088621,-137.33876940136003
22.0,24.0,538.7664,25.0,23.141449,-199.1036461686362
22.0,24.0,650.78656,25.599998,23.184113,-328.0651313025552
22.0,24.0,682.14856,26.0,23.139286,-383.2754652708683
22.0,24.0,739.704,26.400002,23.174849,-464.2196531735245
22.0,24.0,752.99036,26.699997,23.181152,-503.7033244455979
22.0,24.0,751.4821,27.0,23.230469,-502.18785051605664
22.0,24.0,743.8894,27.199997,23.335226,-522.8107590738942
22.0,24.0,684.6825,27.300003,23.405842,-485.2480192171996
22.0,24.0,655.5647,27.399994,23.537514,-494.2697066971351
22.0,24.0,538.5319,27.399994,23.602093,-413.0190188492925
22.0,24.0,479.91965,27.399994,23.760944,-431.9576138135617
22.0,24.0,331.05325,27.300003,23.778082,-441.57498233906483
22.0,24.0,262.165,27.099998,23.751558,-434.203284720286
22.0,24.0,147.45824,26.900002,23.734825,-470.48750231800454
22.0,24.0,96.73818,26.699997,23.626627,-464.4291523285302
22.0,24.0,57.254997,26.400002,23.563057,-199.85475055350662
22.0,24.0,42.57,26.400002,23.695004,-217.14356008457332
22.0,24.0,26.895,23.099998,23.637741,-228.33825761179605
22.0,24.0,13.035001,21.900002,23.549095,-216.8269182690276
22.0,24.0,17.908627,20.599998,23.477036,-233.0418319964042
15.0,28.0,0.0,20.2,23.36395,-231.54915155475402
15.0,28.0,0.0,19.899998,23.265938,-254.65539167497178
15.0,28.0,0.0,19.5,23.136831,-239.84141530881504
15.0,28.0,0.0,19.099998,23.061619,-289.1406132711286
15.0,28.0,0.0,18.800003,22.899323,-297.86926664938557
15.0,28.0,0.0,18.400002,22.785267,-528.1669907777883
15.0,28.0,0.0,18.099998,22.34103,-604.2045609380289
15.0,28.0,0.0,17.800003,22.066952,-238.2148162173197
15.0,28.0,0.0,17.5,22.478512,-629.2328798417886
15.0,28.0,0.0,17.3,21.868752,30.448909774846697
15.0,28.0,0.0,17.099998,22.694616,-780.8716221797334
15.0,28.0,0.0,17.0,21.535519,225.54567109699644
15.0,28.0,0.0,16.8,22.814066,-859.2032413223712
15.0,28.0,0.0,16.7,21.322218,231.68225295210578
15.0,28.0,0.0,16.599998,22.68714,-813.8708285060511
15.0,28.0,0.0,16.5,21.27098,49.02472903118576
15.0,28.0,0.0,16.5,22.30917,97.3440113093269
15.0,28.0,0.0,16.5,22.501598,252.25057022922954
15.0,28.0,2.1628942,17.399998,22.769976,221.81337706556508
15.0,28.0,14.589822,18.3,22.790329,259.48585101569824
22.0,24.0,42.36108,19.2,22.8908,217.31359859715423
22.0,24.0,83.08758,20.0,22.894794,216.68680490702548
22.0,24.0,85.45943,21.399998,22.957779,191.68512011511416
22.0,24.0,182.10194,22.7,22.993206,38.63919738198291
22.0,24.0,195.63922,24.099998,23.05753,-12.506763512208465
22.0,24.0,318.4676,25.599998,23.08094,-93.43223057034072
22.0,24.0,316.23788,26.400002,23.08567,-111.57638729328494
22.0,24.0,494.7528,27.099998,23.164005,-186.35602253714097
22.0,24.0,517.504,27.5,23.209694,-240.58099400728292
22.0,24.0,623.44037,28.0,23.26162,-350.25113535074524
22.0,24.0,652.25696,28.300003,23.245197,-390.28665381399327
22.0,24.0,720.75244,28.599998,23.306656,-487.92624459019174
22.0,24.0,730.51276,28.800003,23.29459,-518.0430687202963
22.0,24.0,700.9075,29.0,23.355354,-484.35898199114723
22.0,24.0,679.511,29.099998,23.502527,-503.66531783221603
22.0,24.0,663.111,29.099998,23.574104,-520.2952867085882
22.0,24.0,630.6267,28.900002,23.630236,-507.74557877124596
22.0,24.0,507.5733,28.699997,23.71288,-432.72402695655296
22.0,24.0,444.6991,28.300003,23.857857,-456.56503372071074
22.0,24.0,278.60315,27.900002,23.855837,-456.6103286044122
22.0,24.0,286.95633,27.399994,23.824558,-450.2256330786457
22.0,24.0,124.72742,26.900002,23.811096,-482.64338054771963
22.0,24.0,175.61946,26.199997,23.693642,-461.16930783582416
22.0,24.0,87.3068,25.5,23.666214,-207.69607205652324
22.0,24.0,97.32997,25.5,23.776886,-218.1198440929727
22.0,24.0,18.072458,24.099998,23.72734,-242.56706479524917
22.0,24.0,23.850431,23.600002,23.610817,-225.55139081312313
22.0,24.0,10.809275,23.2,23.552155,-245.19822291618084
15.0,28.0,0.0,22.900002,23.443884,-234.47575449776207
15.0,28.0,0.0,22.600002,23.37383,-266.98290934748314
15.0,28.0,0.0,22.399998,23.24703,-252.4254090082158
15.0,28.0,0.0,22.199997,23.18409,-292.14990445139307
15.0,28.0,0.0,22.099998,23.050785,-297.5364746829823
15.0,28.0,0.0,22.0,22.960041,-498.29346938977227
15.0,28.0,0.0,22.0,22.579857,-574.1988770737152
15.0,28.0,0.0,21.900002,22.334778,-953.9041773416766
15.0,28.0,0.0,21.8,21.637459,-70.98206873417337
15.0,28.0,0.0,21.8,22.765045,-1081.5834283523695
15.0,28.0,0.0,21.7,21.341097,146.93216438648125
15.0,28.0,0.0,21.7,22.906874,-1088.3691144979148
15.0,28.0,0.0,21.7,21.228462,267.54744895893833
15.0,28.0,0.0,21.599998,22.96698,-1062.0017091322666
15.0,28.0,0.0,21.5,21.187439,245.92317238035272
15.0,28.0,0.0,21.300003,22.85011,67.82705731411062
15.0,28.0,0.0,21.0,22.813976,69.81457346753473
15.0,28.0,0.0,20.8,22.836338,144.93191937033805
15.0,28.0,1.154148,20.900002,22.973223,122.19151397106725
15.0,28.0,10.738877,21.0,22.982971,176.96221999604728
22.0,24.0,41.198082,21.599998,23.095001,115.23666025859336
22.0,24.0,82.02745,22.199997,23.057785,142.55181862054866
22.0,24.0,108.89547,23.099998,23.142298,75.95920158279301
22.0,24.0,171.99156,24.099998,23.108875,-43.063722823953185
22.0,24.0,123.23808,25.100006,23.190746,-62.797490701544575
22.0,24.0,321.89026,26.099998,23.22569,-150.5037271776077
22.0,24.0,319.1241,26.900002,23.21125,-159.61888472819635
22.0,24.0,496.4784,27.699997,23.284683,-238.76363644630743
22.0,24.0,516.8374,28.099998,23.309238,-276.4765169611024
22.0,24.0,637.59015,28.599998,23.37002,-396.61128361839576
22.0,24.0,585.30414,28.599998,23.332117,-347.77711046990464
22.0,24.0,442.82446,28.599998,23.494022,-324.66894047878236
22.0,24.0,236.37209,28.300003,23.603111,-303.7406623694378
22.0,24.0,368.6549,28.0,23.652977,-339.5528703040578
22.0,24.0,569.47925,27.5,23.659662,-421.737782174259
22.0,24.0,585.43494,26.900002,23.626118,-442.48636352071446
22.0,24.0,409.80737,26.300003,23.651672,-371.89171231925684
22.0,24.0,344.55237,25.599998,23.761635,-396.0421930179093
22.0,24.0,413.73096,25.100006,23.73424,-399.0615128142142
22.0,24.0,290.66577,24.599998,23.739685,-423.7480675250006
22.0,24.0,276.57025,24.299995,23.672314,-412.4762467999012
22.0,24.0,165.49544,24.099998,23.651423,-455.48459998895123
22.0,24.0,158.78868,23.800003,23.525118,-441.88332534068866
22.0,24.0,91.53341,23.5,23.47458,-174.47125983124704
22.0,24.0,49.78132,23.5,23.605911,-201.22122476307072
22.0,24.0,24.255001,22.5,23.522942,-211.27866320044086
22.0,24.0,11.714999,22.0,23.432484,-201.83335975482441
22.0,24.0,15.8998995,21.599998,23.36698,-223.46260609835622
15.0,28.0,0.0,21.399998,23.261526,-226.60250607890038
15.0,28.0,0.0,21.100002,23.174595,-244.16370648287443
15.0,28.0,0.0,21.0,23.071007,-231.76949683633194
15.0,28.0,0.0,20.8,23.012035,-295.1338145015744
15.0,28.0,0.0,20.7,22.847572,-304.9543781789607
15.0,28.0,0.0,20.599998,22.747536,-540.07490600188
15.0,28.0,0.0,20.400002,22.314262,-609.7238651115943
15.0,28.0,0.0,20.300003,22.06736,-315.48404538482237
15.0,28.0,0.0,20.100002,22.390089,-627.4581982230721
15.0,28.0,0.0,20.0,21.898289,7.068921558126874
15.0,28.0,0.0,19.8,22.717234,-1019.4072377237125
15.0,28.0,0.0,19.699997,21.244177,279.93472242390555
15.0,28.0,0.0,19.599998,22.917812,-1066.5112170683014
15.0,28.0,0.0,19.5,21.096363,271.09107882010494
15.0,28.0,0.0,19.400002,22.78879,-913.8597562778713
15.0,28.0,0.0,19.400002,21.218966,46.929171899538886
15.0,28.0,0.0,19.400002,22.391907,141.1500966710915
15.0,28.0,0.0,19.400002,22.68489,221.21987359108869
15.0,28.0,1.1116909,19.5,22.87161,175.94311904265243
15.0,28.0,10.745749,19.699997,22.865576,231.0282615534087
22.0,24.0,24.690952,20.100002,22.98601,194.31710985071413
22.0,24.0,61.403957,20.5,22.991447,196.46214457828967
22.0,24.0,65.94662,21.100002,23.047535,175.9351032735147
22.0,24.0,46.175568,21.7,23.074532,33.316914898421146
22.0,24.0,140.96233,22.5,23.102993,-9.37974981607266
22.0,24.0,238.04796,23.400002,23.114214,-86.86561909063232
22.0,24.0,275.25803,24.0,23.08742,-98.47331703289365
22.0,24.0,250.27443,24.699997,23.149624,-138.04176640646273
22.0,24.0,339.08286,25.100006,23.167809,-167.23981952081664
22.0,24.0,357.45105,25.599998,23.216667,-198.62131399321862
22.0,24.0,272.33426,26.0,23.258524,-201.70522770819986
22.0,24.0,605.8867,26.300003,23.311447,-332.91824321592975
22.0,24.0,465.68866,26.400002,23.26659,-279.48857424327605
22.0,24.0,402.2534,26.5,23.405619,-287.1143398296616
22.0,24.0,326.70963,26.400002,23.467045,-286.9005642017894
22.0,24.0,243.30945,26.400002,23.509893,-321.8133164513621
22.0,24.0,366.0116,26.099998,23.476429,-314.72455805456923
22.0,24.0,446.74652,25.900002,23.530268,-363.3258545132411
22.0,24.0,469.16147,25.599998,23.51947,-369.8733169495182
22.0,24.0,277.58856,25.300003,23.554127,-400.8602079598122
22.0,24.0,287.10938,25.100006,23.496058,-392.7970814760307
22.0,24.0,115.89138,24.800003,23.496939,-445.54601776218874
22.0,24.0,117.14684,24.5,23.36333,-430.1658966076202
22.0,24.0,45.703712,24.099998,23.323902,-164.9994073221818
22.0,24.0,96.8229,24.099998,23.459673,-165.74620935842358
22.0,24.0,23.595,22.800003,23.44824,-199.9356075764
22.0,24.0,35.631912,22.199997,23.341232,-183.73288962938636
22.0,24.0,11.68428,21.599998,23.30093,-215.7097996899746
15.0,28.0,0.0,21.199997,23.188412,-223.560527704141
15.0,28.0,0.0,20.900002,23.099047,-235.45528077546993
15.0,28.0,0.0,20.599998,23.007538,-223.14249258028042
15.0,28.0,0.0,20.300003,22.952955,-296.81326640298016
15.0,28.0,0.0,20.100002,22.775238,-315.6074259853383
15.0,28.0,0.0,19.899998,22.65974,-555.4489833183741
15.0,28.0,0.0,19.899998,22.215263,-615.7101628761424
15.0,28.0,0.0,19.899998,21.979391,-142.40010645786356
15.0,28.0,0.0,19.8,22.576107,-810.0239261497818
15.0,28.0,0.0,19.8,21.598806,106.42836832037165
15.0,28.0,0.0,19.8,22.769741,-1015.2872581240559
15.0,28.0,0.0,19.899998,21.207714,291.04240777430573
15.0,28.0,0.0,19.899998,22.887133,-1023.1331621920821
15.0,28.0,0.0,20.0,21.121918,265.6158766911563
15.0,28.0,0.0,19.899998,22.75795,-883.8287628304954
15.0,28.0,0.0,19.8,21.240807,43.29775221436353
15.0,28.0,0.0,19.699997,22.377113,143.34277382485914
15.0,28.0,0.0,19.5,22.677822,222.78662826165845
15.0,28.0,1.107366,19.8,22.8666,177.489308189668
15.0,28.0,11.697165,20.100002,22.86324,229.0196726285314
22.0,24.0,6.8711405,20.5,22.982159,208.8412460778855
22.0,24.0,12.833678,21.0,23.01047,223.12610111546883
22.0,24.0,54.881763,21.599998,23.081034,175.6716624223249
22.0,24.0,120.32036,22.199997,23.076782,13.722218615312158
22.0,24.0,123.89201,22.800003,23.097473,-7.533984285573126
22.0,24.0,123.93652,23.400002,23.129618,-66.0914059117527
22.0,24.0,143.85336,23.899998,23.103636,-75.99804185330095
22.0,24.0,90.79851,24.5,23.142942,-103.02614080991901
22.0,24.0,214.37785,24.800003,23.146658,-132.11113734954046
22.0,24.0,458.60892,25.100006,23.17744,-209.5528179727582
22.0,24.0,415.64972,25.199997,23.190498,-202.03040750537838
22.0,24.0,413.07013,25.300003,23.28577,-249.4389702820402
22.0,24.0,360.3941,25.400002,23.304722,-247.18276163835344
22.0,24.0,407.50787,25.5,23.365417,-274.3915222580995
22.0,24.0,510.75592,25.700005,23.399529,-314.61513682455006
22.0,24.0,599.93256,26.0,23.429394,-381.7436528733542
22.0,24.0,600.3235,26.099998,23.426666,-393.00901927925133
22.0,24.0,288.52087,26.300003,23.485508,-353.61419268563736
22.0,24.0,384.25253,26.199997,23.536789,-357.4026382587165
22.0,24.0,287.8466,26.099998,23.573965,-402.82141758291004
22.0,24.0,285.0684,25.599998,23.509865,-395.2780356352498
22.0,24.0,144.36652,25.100006,23.511465,-444.2237897875061
22.0,24.0,151.02023,24.299995,23.393055,-429.2237070333786
22.0,24.0,96.46254,23.5,23.360376,-155.6961315455909
22.0,24.0,92.42512,23.5,23.515797,-174.6110906537806
22.0,24.0,23.723604,22.099998,23.468521,-202.65415759333382
22.0,24.0,15.217719,21.599998,23.359018,-188.42574517677167
22.0,24.0,4.250721,21.100002,23.30321,-218.3350858132298
15.0,28.0,0.0,20.599998,23.186113,-223.66293366840443
15.0,28.0,0.0,20.2,23.0957,-234.93351470670888
15.0,28.0,0.0,19.8,23.000034,-222.04713735452663
15.0,28.0,0.0,19.400002,22.940527,-295.4309957333136
15.0,28.0,0.0,19.0,22.757027,-316.767466110146
15.0,28.0,0.0,18.5,22.63047,-558.0615676367304
15.0,28.0,0.0,18.2,22.174038,-609.4271391910064
15.0,28.0,0.0,17.800003,21.939907,-76.75294861227457
15.0,28.0,0.0,17.399998,22.615686,-686.9586340956874
15.0,28.0,0.0,16.900002,21.729198,94.38971642643753
15.0,28.0,0.0,16.7,22.704187,-648.9876372724648
15.0,28.0,0.0,16.5,21.67519,198.62831221041415
15.0,28.0,0.0,16.399998,22.744896,-651.0047637353426
15.0,28.0,0.0,16.300003,21.583763,176.1287481616015
15.0,28.0,0.0,16.399998,22.612057,-646.9252346057032
15.0,28.0,0.0,16.399998,21.489235,5.984437106471887
15.0,28.0,0.0,16.5,22.263603,98.87133174325112
15.0,28.0,0.0,16.599998,22.489166,254.12069879717706
15.0,28.0,0.0,17.5,22.763073,224.3911758603021
15.0,28.0,17.376488,18.5,22.786106,257.774949275165
22.0,24.0,21.9625,19.2,22.883398,232.34425457614464
22.0,24.0,24.547016,20.0,22.90727,247.151159549895
22.0,24.0,30.32567,20.8,22.983742,224.0729636299546
22.0,24.0,78.67295,21.599998,23.014523,58.857394086286945
22.0,24.0,191.2389,22.3,23.034002,22.481943238323822
22.0,24.0,313.45822,22.900002,23.074657,-68.29823339223333
22.0,24.0,330.6577,23.400002,23.0551,-84.3951121958122
22.0,24.0,401.362,23.800003,23.123693,-144.89907919064785
22.0,24.0,377.8048,24.099998,23.147526,-163.85081202299602
22.0,24.0,481.7472,24.5,23.205772,-233.4734326976989
22.0,24.0,580.75073,24.699997,23.215425,-303.13171856004317
22.0,24.0,627.52734,24.899994,23.225685,-339.20948892418505
22.0,24.0,482.65475,25.100006,23.278059,-284.2919043748217
22.0,24.0,425.05283,25.300003,23.420053,-296.5290281696218
22.0,24.0,297.33862,25.300003,23.468422,-280.9480688004535
22.0,24.0,231.9808,25.300003,23.512676,-322.0712711716718
22.0,24.0,171.09221,25.199997,23.461365,-325.18996055312107
22.0,24.0,145.09769,25.100006,23.438213,-368.3978223323727
22.0,24.0,134.47958,24.899994,23.353498,-360.24037947222837
22.0,24.0,223.89612,24.699997,23.332832,-382.7455298253273
22.0,24.0,268.22433,24.599998,23.299004,-372.48929592650177
22.0,24.0,139.32713,24.5,23.31588,-423.00481907974984
22.0,24.0,130.03964,24.099998,23.20782,-410.975262573868
22.0,24.0,49.995,23.800003,23.179825,-141.96653226633993
22.0,24.0,72.79324,23.800003,23.333614,-153.03794637929974
22.0,24.0,11.054999,22.399998,23.312143,-189.7310090779211
22.0,24.0,15.196183,21.7,23.206705,-171.89463379829994
22.0,24.0,4.238291,21.0,23.171083,-212.70392117674731
15.0,28.0,0.0,20.7,23.051054,-217.74715427555628
15.0,28.0,0.0,20.5,22.97049,-218.06591734872438
15.0,28.0,0.0,20.2,22.903229,-210.2768145395517
15.0,28.0,0.0,19.899998,22.851538,-300.8417933452093
15.0,28.0,0.0,19.8,22.654469,-337.9335032980918
15.0,28.0,0.0,19.599998,22.512875,-580.5742524042093
15.0,28.0,0.0,19.5,22.062641,-611.5195489479288
15.0,28.0,0.0,19.3,21.871086,-47.92951565953359
15.0,28.0,0.0,19.099998,22.612978,-673.9634412244351
15.0,28.0,0.0,18.899998,21.728857,91.13788095363105
15.0,28.0,0.0,18.699997,22.697243,-708.3308442725398
15.0,28.0,0.0,18.400002,21.5974,212.45153560038597
15.0,28.0,0.0,18.0,22.776669,-791.5328329792476
15.0,28.0,0.0,17.7,21.406473,211.366529620368
15.0,28.0,0.0,17.5,22.669292,-802.2029083725679
15.0,28.0,0.0,17.3,21.294832,42.29920435014287
15.0,28.0,0.0,17.099998,22.317095,101.91607705904488
15.0,28.0,0.0,17.0,22.528158,247.23637491057593
15.0,28.0,0.0,18.0,22.787476,219.1131935117097
15.0,28.0,21.944792,19.0,22.811985,244.97115168599612
22.0,24.0,14.5199995,20.0,22.900307,228.6597296265058
22.0,24.0,112.63916,21.0,22.936174,185.58686221942537
22.0,24.0,88.689415,22.099998,22.955221,181.56142994638878
22.0,24.0,185.08624,23.3,23.016022,19.78467849815462
22.0,24.0,132.1176,24.199997,23.071386,-6.572379582973383
22.0,24.0,331.8427,25.100006,23.110596,-102.28880226782616
22.0,24.0,333.6906,25.800003,23.099396,-116.30317849167574
22.0,24.0,505.98767,26.5,23.179024,-195.48488304770655
22.0,24.0,530.8288,27.0,23.213467,-252.8502070705643
22.0,24.0,651.6208,27.600006,23.255907,-376.4817824192531
22.0,24.0,676.0614,28.0,23.218277,-415.3925050787673
22.0,24.0,738.70715,28.400002,23.276855,-508.3557378400023
22.0,24.0,750.57776,28.800003,23.269056,-540.9909086814922
22.0,24.0,743.20746,29.099998,23.326982,-535.1290339428823
22.0,24.0,737.1413,29.299995,23.438698,-552.023381818124
22.0,24.0,659.5745,29.5,23.516573,-510.4020463875679
22.0,24.0,630.67584,29.5,23.651857,-515.5848308092039
22.0,24.0,535.97034,29.5,23.721039,-454.65246367156874
22.0,24.0,495.9256,29.5,23.854382,-460.9318951065061
22.0,24.0,344.48483,29.400002,23.893494,-470.62238781777125
22.0,24.0,286.16827,29.099998,23.874237,-464.63387460345655
22.0,24.0,146.29623,28.800003,23.863379,-490.19024684884755
22.0,24.0,106.55173,28.200005,23.770275,-483.457775717289
22.0,24.0,54.285,27.699997,23.711363,-222.56474340719194
22.0,24.0,43.812553,27.699997,23.833893,-238.10157610586623
22.0,24.0,23.76,25.0,23.7752,-249.88934911435888
22.0,24.0,10.725,24.099998,23.684542,-238.17701278362495
22.0,24.0,11.736324,23.2,23.615181,-252.59647933728138
15.0,28.0,0.0,22.900002,23.509321,-240.1706707070765
15.0,28.0,0.0,22.5,23.436357,-274.1515349904374
15.0,28.0,0.0,22.3,23.301388,-258.6567340982205
15.0,28.0,0.0,22.099998,23.233297,-291.2624945205581
15.0,28.0,0.0,22.099998,23.105085,-294.8114297157066
15.0,28.0,0.0,22.0,23.014359,-486.00621808505014
15.0,28.0,0.0,22.099998,22.64611,-562.5855155515051
15.0,28.0,0.0,22.199997,22.400703,-980.7966755648685
15.0,28.0,0.0,22.0,21.645422,-82.20690260288075
15.0,28.0,0.0,21.8,22.785849,-1080.5060165317545
15.0,28.0,0.0,21.399998,21.378498,118.9982802408735
15.0,28.0,0.0,21.0,22.89828,-1087.553221153571
15.0,28.0,0.0,20.7,21.248344,258.8148846289974
15.0,28.0,0.0,20.300003,22.967247,-1069.530022533592
15.0,28.0,0.0,20.0,21.176117,251.80690412789377
15.0,28.0,0.0,19.699997,22.845768,71.24747800176897
15.0,28.0,0.0,19.400002,22.79611,75.73596020066043
15.0,28.0,0.0,19.099998,22.810387,160.4170993829366
15.0,28.0,0.0,20.0,22.951038,133.20506027399858
15.0,28.0,26.306534,20.900002,22.95009,177.38476260627783
22.0,24.0,15.675,21.8,23.051102,156.6465619208156
22.0,24.0,105.73218,22.7,23.07062,117.60786315365891
22.0,24.0,55.545967,24.099998,23.080357,143.42177124189362
22.0,24.0,167.42569,25.5,23.16793,-58.42825110796758
22.0,24.0,117.38913,26.199997,23.16064,-58.29207919344111
22.0,24.0,333.74902,27.0,23.222822,-153.94867764060962
22.0,24.0,338.18045,27.5,23.211424,-166.32238006642274
22.0,24.0,517.11597,27.900002,23.289288,-261.53115822849793
22.0,24.0,543.25836,28.300003,23.295025,-299.82953971302095
22.0,24.0,665.51263,28.699997,23.355953,-426.0987955587548
22.0,24.0,691.71796,28.900002,23.31107,-467.6520319974931
22.0,24.0,754.3675,29.199997,23.358412,-557.3095840426655
22.0,24.0,764.8843,29.400002,23.346928,-563.1225846913022
22.0,24.0,767.63525,29.699997,23.43704,-569.1202329704497
22.0,24.0,747.5363,29.800003,23.532602,-574.9222618151804
22.0,24.0,700.8202,29.899994,23.61742,-577.9498782620403
22.0,24.0,664.61005,29.899994,23.688057,-567.7504551592959
22.0,24.0,558.5842,29.899994,23.765627,-493.90027414115116
22.0,24.0,502.667,29.699997,23.911554,-479.539868191084
22.0,24.0,351.65015,29.5,23.973042,-486.8640624507974
22.0,24.0,290.18802,29.199997,23.953032,-480.2323361419243
22.0,24.0,147.91429,28.900002,23.93591,-500.3430673249828
22.0,24.0,105.503456,28.099998,23.84335,-491.9993125591484
22.0,24.0,54.45,27.300003,23.779476,-233.33027729555715
22.0,24.0,42.998425,27.300003,23.889763,-246.31398257687306
22.0,24.0,20.625,24.899994,23.824451,-257.4657432614881
22.0,24.0,10.725,24.299995,23.726837,-244.52073312479365
22.0,24.0,10.6806755,23.600002,23.655294,-257.30498825278903
15.0,28.0,0.0,23.5,23.55009,-244.95601192134552
